data,title_x,title_y,title,value,tag,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,1,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,1,0,-2,-1,কিছুটা নেতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-1,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,1,1,কিছুটা ইতিবাচক,,,,
,-1,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,1,1,কিছুটা ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,1,1,কিছুটা ইতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,0,0,1,0,নিরপেক্ষ,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,-2,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-1,0,1,1,কিছুটা ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,1,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-1,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,1,1,কিছুটা ইতিবাচক,,,,
,-1,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,1,0,0,0,নিরপেক্ষ,,,,
,-2,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,-2,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,-1,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,1,0,-2,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,1,0,-2,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,1,0,1,1,কিছুটা ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,0,0,1,0,নিরপেক্ষ,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-1,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,1,0,-2,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,1,0,-2,-1,কিছুটা নেতিবাচক,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-1,0,1,1,কিছুটা ইতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,2,0,নিরপেক্ষ,,,,
,0,0,1,0,নিরপেক্ষ,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,1,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,1,0,-2,-1,কিছুটা নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,0,0,1,0,নিরপেক্ষ,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,1,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,0,0,-2,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,2,0,1,1,কিছুটা ইতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,-2,0,-2,-4,নিশ্চিত নেতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-1,0,2,1,কিছুটা ইতিবাচক,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,2,0,0,0,নিরপেক্ষ,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,0,0,1,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,2,0,2,4,নিশ্চিত ইতিবাচক,,,,
,0,0,2,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,-2,0,0,0,নিরপেক্ষ,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,2,0,-2,0,নিরপেক্ষ,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,1,0,2,3,নিশ্চিত ইতিবাচক,,,,
,1,0,0,0,নিরপেক্ষ,,,,
,2,0,-1,1,কিছুটা ইতিবাচক,,,,
,1,0,0,0,নিরপেক্ষ,,,,
,1,0,-1,0,নিরপেক্ষ,,,,
,-1,0,-1,-1,কিছুটা নেতিবাচক,,,,
,0,0,-1,0,নিরপেক্ষ,,,,
,0,0,0,0,নিরপেক্ষ,,,,
,-1,0,0,0,নিরপেক্ষ,,,,
,0,2,-1,1,কিছুটা ইতিবাচক,,,,
,-1,-2,-2,-5,নিশ্চিত নেতিবাচক,,,,
,1,2,0,3,নিশ্চিত ইতিবাচক,,,,
,0,2,-2,0,নিরপেক্ষ,,,,
,-2,-2,2,-2,নিশ্চিত নেতিবাচক,,,,
,2,-2,0,0,নিরপেক্ষ,,,,
,-2,-1,0,-3,নিশ্চিত নেতিবাচক,,,,
,1,-1,-2,-2,নিশ্চিত নেতিবাচক,,,,
,-2,-2,2,-2,নিশ্চিত নেতিবাচক,,,,
,0,1,0,0,নিরপেক্ষ,,,,
